Name,AdmArea,District,Address,PublicPhone,SeatsCount,Longitude_WGS84,Latitude_WGS84
Ресторанный дворик,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61А",(495) 727-34-13,25,37.5429810766136070,55.6554933751938140
МАКДОНАЛДС,Юго-Западный административный округ,район Ясенево,"Профсоюзная улица, дом 129А",(495) 987-15-90,120,37.5068001398274970,55.6188471438344650
Сбарро,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61А",(495) 727-34-13,10,37.5429810766136070,55.6554933751938140
ЯПОША,Юго-Западный административный округ,район Ясенево,"Профсоюзная улица, дом 129А",(495) 987-17-77,150,37.5068001398274970,55.6188471438344650
Макдоналдс,Юго-Восточный административный округ,Южнопортовый район,"Шарикоподшипниковская улица, дом 11, строение 5",(499) 272-44-98,148,37.6768079874487820,55.7185784313029160
Ресторан суши,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61А",(495) 727-34-13,15,37.5429810766136070,55.6554933751938140
Макдоналдс,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 22",(499) 206-30-30,82,37.6021792261315330,55.8855636329587140
Ресторан «Мулата»,Центральный административный округ,Пресненский район,"Баррикадная улица, дом 2/1, строение 18",(495) 226-09-80,400,37.3511860000000000,55.4535700000000000
Бургер Кинг,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61А",(495) 727-34-13,15,37.5429810766136070,55.6554933751938140
Чиби,Юго-Западный административный округ,Ломоносовский район,"Ленинский проспект, дом 88",(499) 133-17-07,60,37.5261912828760630,55.6762247412784110
Ресторан,Северо-Восточный административный округ,Останкинский район,"1-я Останкинская улица, дом 55",(499) 760-36-80,30,37.6344340000000000,55.8240050000000000
Планета Суши,Южный административный округ,Донской район,"улица Вавилова, дом 3",(963) 963-85-53,220,37.5921642275059470,55.7069345700284020
Полиец,Центральный административный округ,Басманный район,"улица Покровка, дом 26/1, строение 2",(965) 250-26-26,95,37.6493153683252120,55.7600902465774840
Иль Патио,Южный административный округ,Донской район,"улица Вавилова, дом 3",(963) 963-85-53,320,37.5921642275059470,55.7069345700284020
Легио,Юго-Восточный административный округ,Рязанский район,"Рязанский проспект, дом 30, корпус 2",(495) 308-36-11,2,37.7840427993774380,55.7181443664082110
